name;pixelCount;target;original;blur;contrast;gamma
2180353701_225308b489_2371_59349463@N00;685056;11;11;1;11;10
2200680755_c407a7fdf4_2032_18509355@N00;166500;12;0;0;0;0
2230515280_a4f6f97477_2038_12151665@N07;786432;12;12;9;12;12
2232332568_d1812d4067_2142_18083433@N00;1016832;14;14;10;14;14
2232420055_f660233610_2394_23343071@N05;786432;12;12;7;12;12
2498990639_d9fbcfcc9f_2070_96803158@N00;786432;12;12;4;11;12
1660300754_22555d4101_2395_63825114@N00;786432;13;12;3;12;13
1660293924_9b9f326898_2120_63825114@N00;786432;13;13;5;13;13
1660797966_6b8fbbeb61_2261_63825114@N00;786432;14;13;0;14;14
2524584530_56f3744b5a_3166_10731304@N06;166500;14;0;0;0;0
2599952560_da5ccc5f56_3279_78464085@N00;696320;12;12;3;12;12
623356306_3481b109fb_1381_22962125@N00;699392;12;12;3;12;12
901459926_083c42d6d2_1012_8584264@N02;699392;12;12;11;12;12
001A02;123906;1;1;1;1;1
001A05;177572;1;1;1;1;1
001A08;202245;1;1;1;1;1
001A10;158301;1;1;1;1;1
001A14;128017;1;1;1;1;1
001A16;493308;1;1;1;1;1
001A18;217116;1;1;1;1;1
001A19;187008;1;1;1;1;1
001A22;230644;1;1;1;1;1
001A28;203184;1;1;1;1;1
001A29;229704;1;1;1;1;1
001A33;286254;1;1;1;1;1
001A40;157832;1;1;1;1;1
001A43a;202520;1;1;1;1;1
001A43b;183876;1;1;1;1;1
002A03;199899;1;1;1;1;1
002A04;199899;1;1;1;1;1
002A05;205632;1;1;1;1;1
002A07;202608;1;1;1;1;1
002A12;205842;1;1;1;1;1
002A15;200901;1;1;1;1;1
002A16;204424;1;1;1;1;1
002A18;204424;1;1;1;1;1
002A20;204424;1;1;1;1;1
002A21;207060;1;1;1;1;1
002A23;201402;1;1;1;1;1
002A26;201903;1;1;1;1;1
002A29;206654;1;1;1;1;1
002A31;198396;1;1;1;1;1
002A36;199899;1;1;1;1;1
002A38;206000;1;1;1;1;1
003A18;254815;1;1;1;1;1
003A20;178332;1;1;1;1;1
003A23;196652;1;1;1;1;1
003A25;200736;1;1;1;1;1
003A35;212065;1;1;1;1;1
003A38;232227;1;1;1;1;1
003A47;184208;1;1;1;1;1
003A49;234640;1;1;1;1;1
003A51;193362;1;1;1;1;1
003A58;166881;1;1;1;1;1
003A60;212220;1;1;1;1;1
003A61;224400;1;1;1;1;1
004A19;194876;1;1;1;1;1
004A21;206184;1;1;1;1;1
004A26;267972;1;1;1;1;1
004A28;193644;1;1;1;1;1
004A30;262990;1;1;1;1;1
004A37;227156;1;1;1;1;1
004A40;306250;1;1;1;1;1
004A48;349492;1;1;1;1;1
004A51;205766;1;1;1;1;1
004A53;174174;1;1;1;1;1
004A62;217845;1;1;1;1;1
004A63;169644;1;1;1;1;1
005A18;187128;1;1;1;1;1
005A24;207888;1;1;1;1;1
005A30;203401;1;1;1;1;1
005A31;171158;1;1;1;1;1
005A35;219224;1;1;1;1;1
005A40;207132;1;1;1;1;1
005A45;209610;1;1;1;1;1
005A48;191880;1;1;1;1;1
005A49;197470;1;1;1;1;1
005A52;212895;1;1;1;1;1
005A61;227900;1;1;1;1;1
006A24;168402;1;1;1;1;1
006A28;226458;1;1;1;1;1
006A31;193600;1;1;1;1;1
006A36;211896;1;1;1;1;1
006A40;124504;1;1;1;1;1
006A42;224259;1;1;1;1;1
006A46;203634;1;1;1;1;1
006A51;228182;1;1;1;1;1
006A55;189367;1;1;1;1;1
006A61;199576;1;1;1;1;1
006A67;236304;1;1;1;1;1
006A69;140400;1;1;1;1;1
007A01;197827;1;1;1;1;1
007A18;217936;1;1;1;1;1
007A22;175683;1;1;1;1;1
007A23;216999;1;1;1;1;1
007A26;219208;1;1;1;1;1
007A37;239680;1;1;1;1;1
007A38;227800;1;1;1;1;1
007A39;200925;1;1;1;1;1
007A45;110827;1;1;1;1;1
008A03;251409;1;1;1;1;1
008A06;197241;1;1;1;1;1
008A08;159901;1;1;1;1;1
008A12;184576;1;1;1;1;1
008A13;193640;1;1;1;1;1
008A16;179632;1;1;1;1;1
008A17;239663;1;1;1;1;1
008A18;228384;1;1;1;1;1
008A21;179328;1;1;1;1;1
008A29;221340;1;1;1;1;1
008A30;219537;1;1;1;1;1
008A31;192060;1;1;1;1;1
008A33;224030;1;1;1;1;1
008A35;198492;1;1;1;1;1
9a7a143630d627dd2965738dc7eff81f;187500;0;0;0;0;0
8fb1a7f549cc246c3a0d69f2424e877;190500;0;0;0;0;0
6f10d5cebf113cae2e33d26d891b40b3;187500;0;0;0;0;0
86495a7a730a6d53b47cb445af580ca;215000;0;0;0;0;0
211b6a7d95325c2a47eeb6264f5b02e;250000;0;0;0;0;0
8db71b465b99bb5cf7ec78ec77fb61e;166500;0;0;0;0;0
872229a2095bb56bb62a896d2a440;187500;0;0;0;0;0
5267e98aff9c38ec8b5b282ea2e0846;187500;0;0;0;0;0
1a34679c9c5e7f5bbb72b7615335660;187500;0;0;0;0;0
adb51c394118b98dbc89c548eb2815f;187500;0;0;0;0;0
1f796f237ab763b88e57d1ccf4a317a;187500;0;0;0;0;0
c04e27ca93294c52bac2afa17b1a397;187500;0;0;0;0;0
52d5ab582a2f1e442e6b5ca9ba17b8d2;187500;0;0;0;0;0
24ba262c233f97ab68b99fe080757d78;187500;0;0;0;0;0
358792bd309fb2ee7702fb280a82a13;171500;0;0;0;0;0
bc404d81a1c153d394ed4facaf391c1;187500;0;0;0;0;0
5181ecb26f5d98d03786a814c7cfe77a;126650;0;0;0;0;0
2a1250cbc0d1b19840b0873ee43726a;103296;0;0;0;0;0
d7a25cfc110e4d7c05399c658897d4f;196000;0;0;0;0;0
3c7b922e82593efea97ec58e0169141;200000;0;0;0;0;0
f94f6f2d60f992af3d6466be197566d;187500;0;0;0;0;0
5c46c16a53d522317ea6bdbdef5de5;187500;0;0;0;0;0
f24f27bf2f330933295356b7dccafe;187500;0;0;0;0;0
eed07b9ecc70f390e25e6c3f9847c0a1;187500;0;0;0;0;0
c101060dc64adfb507a12e98fb4b4c;249500;0;0;0;0;0
5ce81f6aa7fcaabfacf1b99d2b3566c;187500;0;0;0;0;0
a5b9326cbc7f9f3d1a482678eec89c;187500;0;0;0;0;0
e767af8ebf12c5e57d61f6107392;166500;0;0;0;0;0
bae55383411b650c254ae105673b46e;189500;0;0;0;0;0
867657dd1bfa977b24332ec1a619c3;146000;0;0;0;0;0
5a3859814ab0b5386a87ba0e9152b59;166500;0;0;0;0;0
3f6b5038771813c57443e9eacef44a3;166500;0;0;0;0;0
ed1d732eddc783627d840b642012b0;149500;0;0;0;0;0
102a1c8834605ea39364c17c9636ad;187500;0;0;0;0;0
c4f6889b1557cb95ef6be8bbe442075;187500;0;0;0;0;0
9fcdd877ff944b72a122aed720d3b14;187500;0;0;0;0;0
fdc87ffd663da679e8ee29009c5693;166500;0;0;0;0;0
e379f31054b96efe9b6dabcfae454cb;187500;0;0;0;0;0
8bf7302b75e9b1c0c72dec192489a75c;187500;0;0;0;0;0
a47ea2775cd26d5545d2ade3fbcf876;187500;0;0;0;0;0
e8d5414b331f2478860848c2c46e64f;187500;0;0;1;0;0
279c72a1cc2133604ef4294b6c99c2b2;187500;0;0;0;0;0
17697bd9fd33fcfc69f5ed4b511665c;187500;0;0;0;0;0
73afec45b66fabd750fccdf1bc446765;187500;0;0;0;0;0
119b9dedd8ce5bb3624258035ff43ed;187500;0;0;0;0;0
244442b8fbab19fc7d9d6988fb8efc2b;187500;0;0;0;0;0
dd7a4fcefcbb4ab0e8ce1ac2ad227;187500;0;0;0;0;0
aad90eccd976f222526b05d51bff3;187500;0;0;0;0;0
3eff97e02331a49ed44e8b2d8f07842;187500;0;0;0;0;0
1ced7de4d2655de21b526115db7a895c;187500;0;0;0;0;0
fe751852bbff3ae2252fe2333f1036d5;187500;0;0;0;0;0
70fd5a0e093ff7f39d6976bc7572dc7;187500;0;0;0;0;0
0f5c8af9bdbefb5e6f6a7508db3fd4d;187500;0;0;0;0;0
2f967966a9f89e8e56135086964b8a4f;187500;0;0;0;0;0
3a30601bcce86c7cd6ff99fe9af397e;187500;0;0;0;0;0
cd885746d1258d773bd6f4da6077e7d;187500;0;0;0;0;0
1928b5e503130e86d458f48d79b6467;187500;0;0;0;0;0
efaeaf7f707fff778476e6272e61cc2;187500;0;0;0;0;0
67bdb569d5764fd76c5eadcf1c9469;166500;0;0;0;0;0
342827d2f7a9f1ad7343b46736c6646;166500;0;0;0;0;0
b7167959de15ef5fcb79f34f783f9b72;222500;0;0;0;0;0
45134079ee21625b1a613a9461ac71c3;166500;0;0;0;0;0
69925282a22a39e4977977f6f7783a0;166500;0;0;0;0;0
a712af59af824d5fac25cf53eb92b2;187500;0;0;0;0;0
6e2d50a43ad951d859e8994e713858f8;166500;0;0;0;0;0
c41d37ba203b83dc332aaf942f98daf0;166500;0;0;0;0;0
4f8f36d27fd3e370bfd59f2b8b788520;166500;0;0;0;0;0
c185cd9fe824f4ada88fdebbb3fdd894;51000;0;0;0;0;0
936b7d3bee796e248049f4de2a1404e;187500;0;0;0;0;0
5cf5638c139be897291e538d65b9cf5;172500;0;0;0;0;0
cfab4ff68b7e94754cf5bf7ca4ee7a88;177000;0;0;0;0;0
39c98d6a4f5511aeaaa1fe51a94d8612;187500;0;0;0;0;0
c2693fe93fddaec2092b0e68d635ed4;168000;0;0;0;0;0
931dd1ab19ea39d483d8f1e89122e127;187500;0;0;1;0;0
adb1c5b31caf2232df156b8d5b154182;187500;0;0;0;0;0
931786f288c67957e9d774e224ac5eee;187500;0;0;0;0;0
1cb8acbaa6f8ecedfe4dc2bd7c0fd;163500;0;0;0;0;0
24b5b512d27da93cfd2abe15bdd727be;169000;0;0;0;0;0
168e557882f974e5b2132cac32bf2a7;169000;0;0;0;0;0
78c12aea35116dcac489b5a7e218e30;169000;0;0;0;0;0
cf7bc2b27a781179b4eaa6afcbbd7cec;169000;0;0;0;0;0
879f6c9976f3b1f9d7ebce9343e02d;187500;0;0;0;0;0
54d6b28d054f1ee58c9b5b6684dd0a0;187500;0;0;0;0;0
9147c9f6fc1ec19fedc3419efbded5;187500;0;0;0;0;0
5994eefab531cef2ac1649f209ada19;166500;0;0;0;0;0
bba082c3749d1e73f62da384ecd8889;187500;0;0;0;0;0
b03fbc5bcb24ad29dd8d7b3312b7c67;187500;0;0;0;0;0
a839fe737b1d4756c3d07bbb264139f4;187500;0;0;0;0;0
b851c2bddd6dc2231cb5ca7249cbbfcb;187500;0;0;0;0;0
9858405131ff14c6e77a9343562342e6;187500;0;0;0;0;0
a0ca304a11391c90812b11855723157;187500;0;0;0;0;0
2cd72caab46e49bfc129f39638105299;187500;0;0;0;0;0
b08c22cd16e1a4117d7af5319407aa;187500;0;0;0;0;0
acb1a27f74ac82afd17d28c92c5d7cd;166000;0;0;0;0;0
13a1318d1783c8308c60ad41b58275b;194000;0;0;0;0;0
2e4b3f5d9ccbf2cd1bd72311602148f6;187500;0;0;0;0;0
d2f784d67cd98feea02dda60a6d16782;181500;0;0;0;0;0
c25f96b2996c333afd61d21c52f47593;187500;0;0;0;0;0
91849f97ca21f7a516ecb9833add4b9;187500;0;0;0;0;0
c964a9a2b2544139e1f3fa2badc4f;166500;0;0;0;0;0
6ac2d07ef1fe74579ec1c2663c3d638;187500;0;0;0;0;0
606b592c74665b2fe822ef9ea507bb0;187500;0;0;0;0;0
fd167c22817f9eb7c53d6063ce961ba8;187500;0;0;0;0;0
7c5f45ec5091163c5b7da74ca95123a5;187500;0;0;0;0;0
bbc651678e7cd7b55733c7b16570fe;54234;0;0;0;0;0
e976d343ad4ef2ecd4a25801604e7c;187500;0;0;0;0;0
dd2cca92da38acc33b8ab587ecb555e;187500;0;0;0;0;0
15a58e2e84317f76ab452d989cbc1;187500;0;0;0;0;0
b8ec3fc796d6a9e43abcb122d64c0d1;187500;0;0;0;0;0
22872a3a9c7b3224bc25934dbd5fba;187500;0;0;0;0;0
215714dde844d2c03658ab4c10b32536;187500;0;0;0;0;0
b41d5331f9e5077fd72687e10a33c1e;187500;0;0;0;0;0
ea56bf57366a554bdeabefa3f4b0d6;187500;0;0;0;0;0
a72dc3fe800603f6eb058152ad35b1f;187500;0;0;0;0;0
694fb4fb3d3aa8242e93fe1f6bf56391;187500;0;0;0;0;0
b828b498370b87f79d14880542f2698;167000;0;0;0;0;0
72aa8f48ad1a8d45ca96d28594711fdc;187500;0;0;0;0;0
94a3978325d9865a3a4bd8ea46e11e7;187500;0;0;0;0;0
10dc8242c44aa0b37620a6d1ab821543;166500;0;0;0;0;0
2fe47c23a684a32e23944de76be05e9d;166500;0;0;0;0;0
9bb05c45be50136282abae9f5d64534b;187500;0;0;0;0;0
b116f37012bcc2327c8117326fa80b1;187500;0;0;0;0;0
b173a1e169a05d1bebe363ecb9c7d560;187500;0;0;0;0;0
8a1eb170a4c22da6cb04a23c474774;187500;0;0;0;0;0
13db8e523b18dac85a23704847f856ac;187500;0;0;0;0;0
e4339c7992ccc7b0a5fefa125757cfc;187500;0;0;0;0;0
75ba49b26189578652dd8258a0438eda;250000;0;0;0;0;0
a4889478c8db387e34d643afb0bb8d2;187500;0;0;0;0;0
926f323253491ac23c866ae45d6f7ec6;215000;0;0;0;0;0
23ca2ec84ef122c08a9dd819b2597cc5;187500;0;0;0;0;0
c69b4d8ee5ad3555ee3fe68816dfdf3f;187500;0;0;0;0;0
90ffecc4aa4a8c44341f2f4c9fb8940;187500;0;0;0;0;0
7a115d4b7e98bd525b8a93a1dc6879d4;187500;0;0;0;0;0
49b6f58ff2d93bebfb6817984a223e;187500;0;0;0;0;0
df329542ed54a1232e593fa591e83d54;187500;0;0;0;0;0
78a160a4e1e076769ec8f14f3e9e1e2a;187500;0;0;0;0;0
c2d675cc9a79f86e3914c46fd4bba516;187500;0;0;0;0;0
7582a4609e74e5e822a13487c161e9f6;187500;0;0;0;0;0
5abebc5e18ccc4c214dc9c83f7a4a1;193000;0;0;0;0;0
47dc5093137a675ccdcaf631ba65a9d;166000;0;0;0;0;0
3cd675360e3e63d7914fad41362fd5;167000;0;0;0;0;0
4651b91bf47f4df1aac7fb1f1875eb;187500;0;0;0;0;0
326a8d6a64cebe0c47c996041e87db4;158500;0;0;0;0;0
77cb6582289029ecb2537957774432;210000;0;0;0;0;0
61dde1444939d37e8ffcac98d3c97ba;187500;0;0;0;0;0
4f5e83864d4c49ed29412ca289e4ccae;187500;0;0;0;0;0
53f7cc1775fad5fb5868f477f48313b;166500;0;0;0;0;0
5eb9607d92d6db49d49d25a66a946920;175500;0;0;0;0;0
1cc446315a151dd9e66e1984c1e9cf;166500;0;0;0;0;0
13d163172bb2da4c3adebb9e9d77718;166500;0;0;0;0;0
c76b6a1d963fc858f8beadfa53ec178;200000;0;0;0;0;0
3446b737ebd1188bfd1e17bc3992275c;187500;0;0;0;0;0
341ba2d1f4ba8632e8722ca3b71809c;187500;0;0;0;0;0
a14498c85564b12ec045475d14cb29d8;187500;0;0;0;0;0
ce3cc2c25679f1965545e433b807;186500;0;0;0;0;0
a0b73ff3e4ec5f13fd25daf37957f3;187500;0;0;0;0;0
533ce13221ebfb22d3e88171c5ef8c3;187500;0;0;0;0;0
161597e55b89724dbd2df1a560ec4c73;187500;0;0;0;0;0
cad2225b12b1a877131cef893be3eeab;187500;0;0;0;0;0
4430b37a6f398839535f2b3b78af314;187500;0;0;0;0;0
136788df5c67c25b5337c477292547db;167000;0;0;0;0;0
74d261ede249d61da1abbc5f197cd90;167000;0;0;0;0;0
2b485eb2852ce7991cc163efda9fa6;166500;0;0;0;0;0
892466c8391b8251e749e677e2a16f5b;166500;0;0;0;0;0
23c348fa4381c4d8d78496c459bc947a;187500;0;0;0;0;0
86e5e1edd9ae65cf4953655f9fb223c1;187500;0;0;0;0;0
c235efc2fd48c91cd4efe72bb3fcee;166500;0;0;0;0;0
10882532e0b96beaa27085df89e956;187500;0;0;0;0;0
4767ef10c7bb7a226cc92644be5eb53;187500;0;0;0;0;0
9cf0976117523889a26877e7f66f8e9;166500;0;0;0;0;0
7ed7ed588b1f9e9c57e591cab69adab;166500;0;0;0;0;0
9be3e933ae39fa8eaba477c87a8b89e;167000;0;0;0;0;0
c88d15431afa9d646a36f5f5a2bce8a1;167000;0;0;0;0;0
6ad8990c2863ce5957775940cfeb;167000;0;0;0;0;0
